index,MJ_2005,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,MJ_biocyc,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
1289,MJ1164,putative transcription repressor protein (H-T-H motif) >> family with MTH967/AF1787,1106047,1105097, , , ,MJ_RS06225,putative HTH-type transcriptional regulatory protein MJ1164,MJ1164,1105089,1106036,"opposite strand, same molecular function (regulation of trasncription), ""HTH domain"" in both annotations, annotation in biocyc uses ""MJ1164""",P, 
1293,MJ1168,"tungsten formylmethanofuran dehydrogenase, subunit D",1108113,1108511,1.2.99.5, , ,MJ_RS06245,protein fwdD,fwdD,1108108,1108509,"EC number has changed to EC 1.2.7.12, same catalytic activity (oxidoreductase), ""molybdopterin cofactor binding"" in both annotations, same subunit",P, 
1294,MJ1169,"tungsten formylmethanofuran dehydrogenase, subunit A",1108541,1110241,1.2.99.5, , ,MJ_RS06250,formylmethanofuran dehydrogenase subunit A, ,1108536,1110239,"EC number has changed to EC 1.2.7.12, same catalytic activity (oxidoreductase), same subunit",P, 
1296,MJ1171,"tungsten formylmethanofuran dehydrogenase, subunit C >> family with MJ0658/MJ1350",1110572,1111390,1.2.99.5, , ,MJ_RS06260,formylmethanofuran dehydrogenase subunit C, ,1110567,1111388,"EC number has changed to EC 1.2.7.12, same catalytic activity (oxidoreductase), same biological process (methanogenesis), same subunit",P, 
1299,MJ1174,CTP synthase,1113694,1112084,6.3.4.2, , ,MJ_RS06275,CTP synthase (glutamine hydrolyzing),pyrG,1112076,1113692,"opposite strand, perfect match, EC 6.3.4.2 corresponds to pyrG",P, 
1300,MJ1175,chorismate synthase,1114912,1113791,4.6.1.4, , ,MJ_RS06280,chorismate synthase,aroC,1113783,1114907,"opposite strand, EC number has changed to 4.6.1.4, perfect match, EC 4.6.1.4 corresponds to aroC",P, 
1301,MJ1176,ATP-dependent 26S protease regulatory subunit 4 >> family with MJ1156/MJ1494,1116282,1114993, , , ,MJ_RS06285,proteasome-activating nucleotidase, ,1114985,1116277,"opposite strand, same biological process (activation of proteasome), small variation in annotations",P, 
1303,MJ1177,putative membrane protein-[Bacillus firmus] >> family with MTH1211/AF1800/PH1000/PH1571,1117468,1118469, , , ,MJ_RS06295,AI-2E family transporter, ,1117463,1118467,"""membrane-bound"" in both annotations, annotation in biocyc more informational",P, 
1310,MJ1184,similar to riboflavin synthase beta subunit,1122707,1123162,2.5.1.9, , ,MJ_RS06320,riboflavin synthase,ribC,1122690,1123160,"same catalytic activity (transferase), same substrate, EC 2.5.1.9 corresponds to ribC, no subunit info in biocyc",P, 
1311,MJ1185,similar to formaldehydeferredoxin oxidoreductase,1125034,1123169, , , ,MJ_RS06325,aldehyde ferredoxin oxidoreductase family protein, ,1123161,1125029,"opposite strand, same catalytic activity (aldehyde ferredoxin oxidoreductase), ""4Fe-4S cluster"" in both annotations, small variation in annotations",P, 
1312,MJ1186,"putative molybdenum ABC transporter, molybdenum binding protein",1125196,1126233, , , ,MJ_RS06330,tungstate ABC transporter substrate-binding protein WtpA,wtpA,1125191,1126231,"same catalytic activity (ABC transporter), ""molybdenum binding"" in both annotations, small variation in annotations",P, 
1314,MJ1187,ADP-ribosylglycohydrolase (draG),1127102,1128028,3.2.-.-, , ,MJ_RS06340,ADP-ribosylglycohydrolase family protein, ,1127121,1128026,"swap with MJ1188, same catalytic activity (hydrolase), same substrate, EC 3.2.2.24 corresponds to draG",P, 
1318,MJ1191,"methylviologen-reducing hydrogenase, subunit gamma >> family with MJ0031/MJ0726",1132115,1132978, , , ,MJ_RS06360,F420-nonreducing hydrogenase,vhuG,1132137,1132976,"same catalytic activity (oxidoreductase), ""iron-sulfur cluster binding"" in both annotations, same subunit",P, 
1319,MJ1192,"methylviologen-reducing hydrogenase, subunit alpha >> family with MJ0029",1133015,1134268, , , ,MJ_RS06365,Ni/Fe hydrogenase subunit alpha, ,1133010,1134266,"same catalytic activity (ferredoxin hydrogenase), ""nickel cation binding"" in both annotations, same subunit?",P, 
1321,MJ1193,polyferredoxin >> family with MJ1303/MJ0514/MJ0934,1134591,1135772, , , ,MJ_RS06375,4Fe-4S binding protein, ,1134595,1135770,"""4Fe-4S cluster"" in both annotations, small variation in annotations",P, 
1322,MJ1194,"tungsten formylmethanofuran dehydrogenase, subunit B (NOTE Contains SeC residue)",1136183,1137103,1.2.99.5, , ,MJ_RS06380,formylmethanofuran dehydrogenase subunit B, ,1135794,1137101,"389 nucleotides difference, EC number has changed to EC 1.2.7.12, same catalytic activity (oxidoreductase), same substrate, same subunit",P, 
1323,MJ1195,similar to 2-isopropylmalate synthase (leuA) [EC 4.1.3.12] >> family with MJ1392/MJ0503,1138913,1137360,ONYMN, , ,MJ_RS06385,2-isopropylmalate synthase,leuA,1137352,1138908,"opposite strand, EC number has changed to 2.3.3.13, perfect match, EC 2.3.3.13 corresponds to leuA",P, 
1324,MJ1196,cationic amino acid transporter MCAT-2,1140149,1139052, , , ,MJ_RS06390,APC family permease, ,1139044,1140144,"opposite strand, same molecular function (transmembrane transporter), small variation in annotations, annotation in 2005 similar to H. sapiens, annotation in biocyc similar to S. aureus",P, 
1325,MJ1197,threonyl-tRNA synthetase,1140253,1142106,6.1.1.3, , ,MJ_RS06395,threonine--tRNA ligase, ,1140242,1142104,"same catalytic activity (aminoacyl-tRNA synthetase), same substrate, annotation in 2005 -> alternative name, annotation in biocyc -> more informational",P, 
1328,MJ1200,cytosine-specific methyltransferase NLAX >> family with MJ0563,1146200,1145115,2.1.1.73, , ,MJ_RS06410,DNA cytosine methyltransferase, ,1145107,1146198,"opposite strand, EC number has changed to EC 2.1.1.37, same catalytic activity, same substrate",P, 
1329,MJ1201,LSU ribosomal protein L24E,1146506,1146285, , , ,MJ_RS06415,50S ribosomal protein L24, ,1146277,1146489,"opposite strand, same molecular function, same subunit",P, 
1330,MJ1202,SSU ribosomal protein S28E,1146779,1146555, , , ,MJ_RS06420,30S ribosomal protein S28e,rps28e,1146547,1146774,"opposite strand, same molecular function, same subunit",P, 
1331,MJ1203,SSU ribosomal protein L7AE,1147262,1146903, , , ,MJ_RS06425,50S ribosomal protein L7Ae,rpl7ae,1146895,1147248,"opposite strand, same molecular function, same subunit",P, 
1332,MJ1204,ATP phosphoribosyltransferase,1148342,1147485,2.4.2.17, , ,MJ_RS06430,ATP phosphoribosyltransferase,hisG,1147477,1148343,opposite strand,P, 
1334,MJ1206,putative DNA primase >> family with PH1699/MTH891/AF1899,1149939,1148677,2.7.7.-, , ,MJ_RS06440,DNA primase,dnaG,1148669,1149934,"opposite strand, same catalytic activity (primase), EC 2.7.7.101 corresponds to dnaG",P, 
1341,MJ1209,modification methylase,1154043,1153468,2.1.1.72, , ,MJ_RS06470,site-specific DNA-methyltransferase, ,1153460,1154029,"opposite strand, same catalytic activity (transferase), same substrate",P, 
1344,MJ1212,CDP-diacylglycerol-serine O-phosphatidyltransferase,1156179,1155577,2.7.8.8, , ,MJ_RS06485,CDP-diacylglycerol--serine O-phosphatidyltransferase,pssA,1155569,1156174,"opposite strand, perfect match, EC 2.7.8.8 corresponds to pssA",P, 
1346,MJ1214,similar to type I restriction enzyme >> family with MJ0124,1159588,1156535,3.1.21.3, , ,MJ_RS06495,type I restriction endonuclease subunit R, ,1156527,1159574,"opposite strand, same catalytic activity (hydrolase), same substrate, no subunit info in 2005",P, 
1347,MJ1215,similar to nucleotidyl-transferase >> family with MJ0126/MJ0128/MJ0141/MJ0435/MJ0604/MJ1217/MJ1305/MJ1379/MJ1547,1159886,1159641, , , ,MJ_RS06500,nucleotidyltransferase family protein, ,1159633,1159881,"opposite strand, same catalytic activity (nucleotidyltransferase)",P, 
1349,MJ1217,similar to nucleotidyl-transferase >> family with MJ0126/MJ0128/MJ0141/MJ0435/MJ0604/MJ1215/MJ1305/MJ1379/MJ1547,1160542,1160249, , , ,MJ_RS06510,nucleotidyltransferase family protein, ,1160241,1160537,"opposite strand, same catalytic activity (nucleotidyltransferase)",P, 
1350,MJ1218,"similar to type I restriction-modification enzyme, subunit S >> family with MJ0130/MJ1531/MJECL41",1161858,1160587,3.1.21.3, , ,MJ_RS06515,restriction endonuclease subunit S, ,1160579,1161844,"opposite strand, same catalytic activity (endonuclease), same subunit, annotation in 2005 more informational",P, 
1352,MJ1220,"similar to restriction modification enzyme, subunit M1 >> family with MJ0132/MJ0132.1/MJECL42",1163994,1162261,2.1.1.72, , ,MJ_RS06525,N-6 DNA methylase, ,1162253,1163989,"opposite strand, same biological process (DNA restriction-modification system), same catalytic activity (N-methyltransferase), ""DNA-binding"" in both annotations, no subunit info in biocyc",P, 
1354,MJ1222,similar to dolichyl-phosphate beta-glucosyltransferase >> family with MJ0544,1165705,1164986,2.4.1.117, , ,MJ_RS06535,glycosyltransferase family 2 protein, ,1164978,1165670,"opposite strand, same catalytic activity (glycosyltransferase), small variation in annotatios, annotation in 2005 more informational",P, 
1359,MJ1225,similar to IMP dehydrogenase >> family with MJ1616,1167105,1167938, , , ,MJ_RS06555,CBS domain-containing protein, ,1167100,1167936,"""CBS domain"" in both annotations, annotation in 2005 more informational",P, 
1360,MJ1226,H+-transporting ATPase,1167961,1170375,3.6.1.35, , ,MJ_RS06560,plasma-membrane proton-efflux P-type ATPase, ,1167971,1170373,"EC number has changed to EC 7.1.2.1, same biological process (proton export across plasma membrane), same catalytic activity (translocase), small variation in annotations",P, 
1361,MJ1227,pyruvate formate-lyase activating enzyme >> family with MJ1645,1170387,1171106,1.97.1.4, , ,MJ_RS06565,anaerobic ribonucleoside-triphosphate reductase activating protein, ,1170382,1171104,"same molecular function ([formate-C-acetyltransferase] activating enzyme), ""4Fe-4S cluster"" binding, small variation in annotations",P, 
1362,MJ1228,"archaeal translation initiation factor, aIF-5A",1171531,1171127, , , ,MJ_RS06570,translation initiation factor IF-5A,eif5A,1171119,1171517,"opposite strand, same molecular function (initiation of transcription), same subunit, annoatation in 2005 similar to ""archaea"", annotation in biocyc similar to ""eukaryote""",P, 
1363,MJ1229,biotin carboxylase,1173221,1171719,6.3.4.14, , ,MJ_RS06575,acetyl-CoA carboxylase biotin carboxylase subunit, ,1171711,1173216,"opposite strand, same catalytic activity (ligase), ""ATP-binding"", ""metal ion binding"" in both annotations, no subunit info in 2005, small variation in annotations",P, 
1364,MJ1230,hypothetical zinc finger protein,1173452,1173237, , , ,MJ_RS06580,zinc ribbon domain-containing protein, ,1173229,1173459,"opposite strand, ""zinc finger domain"" in both annotations, annotation in biocyc more informational -> zinc ribbon is a subclass of zinc finger domains",P, 
1365,MJ1231,"oxaloacetate decarboxylase, subunit alpha",1175190,1173490,4.1.1.3, , ,MJ_RS06585,sodium-extruding oxaloacetate decarboxylase subunit alpha,oadA,1173482,1175185,"opposite strand, EC number has changed to 7.2.4.2, same catalytic activity (translocase), same substrate, same subunit, annotation in biocyc more informational, EC 7.2.4.2 corresponds to oadA",P, 
1367,MJ1233,putative methyltransferase >> family with MJ0710/MJ1649/MJ1653,1176477,1177313, , , ,MJ_RS06595,methyltransferase domain-containing protein, ,1176472,1177311,"""methyltransferase domain"" in both annotations",P, 
1369,MJ1235,ribulose bisphosphate carboxylase large subunit precursor,1179982,1178690,4.1.1.39, , ,MJ_RS06605,type III ribulose-bisphosphate carboxylase,rbcL,1178682,1179959,"opposite strand, same catalytic activity (lyase), same substrate, small variation in annotation, no subunit info in biocyc, EC 4.1.1.39 corresponds to rbcL",P, 
1370,MJ1236,similar to Cleavage and Polyadenylation specificity factor >> family with MJ0047/MJ0162,1182153,1180252, , , ,MJ_RS06610,beta-CASP ribonuclease aCPSF1, ,1180244,1182148,"opposite strand, same molecular function (RNA-binding), small variation in annotations, annotation in biocyc more informational",P, 
1371,MJ1237,"proteasome, subunit beta",1183067,1182396,3.4.99.46, , ,MJ_RS06615,archaeal proteasome endopeptidase complex subunit beta,psmB,1182388,1183062,"opposite strand, EC number has changed to 3.4.25.1, same catalytic activity (hydrolase), same subunit, perfect match, EC 3.4.25.1 corresponds to psmB",P, 
1372,MJ1238,prolyl-tRNA synthetase,1184555,1183191,6.1.1.15, , ,MJ_RS06620,proline--tRNA ligase,proS,1183183,1184550,"opposite strand, perfect match, annotation in 2005 -> alternative name, annotation in biocyc -> recommended name, EC 6.1.1.15 corresponds to proS",P, 
1376,MJ1242,"methyl coenzyme M reductase system, component A2 >> family with MJ1662",1187641,1186025, , , ,MJ_RS06640,"methyl coenzyme M reductase system, component A2",atwA,1186017,1187621,"opposite strand, same catalytic activity (oxidoreductase), same substrate, same component",P, 
1378,MJ1244,hypothetical zinc-finger protein >> family with MTH1110/MJ1245,1188412,1188089, , , ,MJ_RS06650,MJ1244 family protein, ,1188081,1188407,"opposite strand, annotation in biocyc based on annotation in 2005",P, 
1380,MJ1246,"succinyl-CoA synthetase, alpha subunit (sucD)",1189777,1188914,6.2.1.5, , ,MJ_RS06660,succinate--CoA ligase subunit alpha,sucD,1188906,1189772,"opposite strand, same catalytic activity (ligase), same subunit, perfect match, annotation in 2005 -> alternative name, annotation in biocyc -> recommended name, EC 6.2.1.5 corresponds to sucD",P, 
1390,MJ1253,protein-export membrane protein (SecF),1195831,1194986, , , ,MJ_RS06705,protein translocase subunit SecF, ,1194978,1195826,"opposite strand, same molecular function (P-P-bond-hydrolysis-driven protein transmembrane transporter), small variation in annotations",P, 
1392,MJ1255,similar to glycosyltransferase,1197432,1198613, , , ,MJ_RS06715,Uncharacterized glycosyltransferase MJ1255,MJ1255,1197427,1198611,annotation in biocyc based in 2005,P, 
1395,MJ1258,archaeal histone >> family with MJ0168/MJ0932/MJECL17/MJECL29,1200677,1200877, , , ,MJ_RS06730,histone family protein, ,1200672,1200875, ,P, 
1396,MJ1259,uridylate kinase >> family with MJ0458,1201101,1201820,2.7.4.-, , ,MJ_RS06735,UMP kinase, ,1201138,1201818,"same catalytic activity (kinase), ""UMP kinase"" in both annotations",P, 
1398,MJ1260,SSU ribosomal protein S6E,1202288,1202680, , , ,MJ_RS06745,30S ribosomal protein S6e,rps6e,1202283,1202678,"same molecular function, same subunit",P, 
1399,MJ1261,"translation initiation factor, eIF-2, subunit gamma >> family with MJ0324/MJ0325/MJ0495",1202967,1204199, , , ,MJ_RS06750,translation initiation factor IF-2 subunit gamma, ,1202962,1204197,"same molecular function (initiation of translation), same subunit",P, 
1401,MJ1263,methionyl-tRNA synthetase,1205666,1207618,6.1.1.10, , ,MJ_RS06760,methionine--tRNA ligase,metG,1205661,1207616,"perfect match, annotation in 2005 -> alternative name, annotation in biocyc -> recommended name, EC 6.1.1.10 corresponds to metG",P, 
1402,MJ1264,phosphoribosylformylglycinamidine synthase II,1209847,1207649,6.3.5.3, , ,MJ_RS06765,phosphoribosylformylglycinamidine synthase subunit PurL,purL,1207641,1209842,"opposite strand, same catalytic activity (ligase), same subunit, perfect match, annotation in 2005 -> alternative name, annotation in biocyc -> recommended name, EC 6.3.5.3 corresponds to purL",P, 
1403,MJ1265,nucleoside diphosphate kinase,1210346,1209927,2.7.4.6, , ,MJ_RS06770,nucleoside-diphosphate kinase,ndk,1209919,1210341,"opposite strand, perfect match, EC 2.7.4.6 corresponds to ndk",P, 
1404,MJ1266,similar to branched-chain amino acid transport protein livJ,1210572,1211786, , , ,MJ_RS06775,ABC transporter substrate-binding protein, ,1210531,1211784,"same catalytic activity (ABC transporter), annotation in 2005 more informational",P, 
1405,MJ1267,high-affinity branched-chain amino acid transport ATP-binding >> family with MJ1268,1211898,1212656, , , ,MJ_RS06780,ABC transporter ATP-binding protein, ,1211893,1212654,"same catalytic activity (ABC transporter), annotation in 2005 more informational",P, 
1406,MJ1268,high-affinity branched-chain amino acid transport ATP-binding >> family with MJ1267,1212905,1213390, , , ,MJ_RS06785,ABC transporter ATP-binding protein, ,1212676,1213388,"229 nucleotides difference, same catalytic activity (ABC transporter), annotation in 2005 more informational",PSEUDO, 
1407,MJ1269,branched-chain amino acid transport protein livH,1213426,1214370, , , ,MJ_RS06790,branched-chain amino acid ABC transporter permease, ,1213457,1214368,"same molecular function (branced-chain amino acid transmembrane transporter), ""ABC transporter"" in both annotations, no subunit info in biocyc",P, 
1408,MJ1270,branched-chain amino acid transport protein livM,1214467,1215429, , , ,MJ_RS06795,branched-chain amino acid ABC transporter permease, ,1214390,1215427,"77 nucleotides difference, same molecular function (branced-chain amino acid transmembrane transporter), ""ABC transporter"" in both annotations, no subunit info in biocyc",P, 
1409,MJ1271,similar to 3-isopropylmalate dehydratase >> family with MJ1277,1215638,1216147,4.2.1.33, , ,MJ_RS06800,3-isopropylmalate dehydratase small subunit, ,1215633,1216145,"same catalytic activity (lyase), same substrate, no subunit info in 2005 ",P, 
1412,MJ1274,diphthine synthase,1218480,1217710,2.1.1.98, , ,MJ_RS06815,diphthine synthase,dphB,1217702,1218475,"opposite strand, perfect match, EC 2.1.1.98 corresponds to dphB",P, 
1413,MJ1275,NA(+)/H(+) antiporter,1218654,1219766, , , ,MJ_RS06820,cationproton antiporter, ,1218598,1219764,"56 nucleotides difference, annotation in 2005 more informational",P, 
1414,MJ1276,dihydroxy-acid dehydratase,1222326,1220653,4.2.1.9, , ,MJ_RS06825,dihydroxy-acid dehydratase,ilvD,1220645,1222306,"opposite strand, perfect match, EC 4.2.1.9 corresponds to ilvD",P, 
1416,MJ1277,3-isopropylmalate dehydratase >> family with MJ1271,1223059,1222556,4.2.1.33, , ,MJ_RS06830,3-isopropylmalate dehydratase small subunit, ,1222548,1223054,"opposite strand, same catalytic activity (lyase), same substrate, no subunit info in 2005",P, 
1438,MJ1294,"fumarate hydratase, possible tartrate dehydratase , class I'",1242836,1241982,4.2.1.2, , ,MJ_RS06925,fumarate hydratase, ,1241972,1242829,"opposite strand, same catalytic activity (lyase), same substrate, annotation in 2005 more informational",P, 
1440,MJ1296,biotin synthetase >> family with MJ0785,1244584,1243520,2.8.1.-, , ,MJ_RS06935,biotin synthase BioB,bioB,1243510,1244577,"opposite strand, same catalytic activity (transferase), same substrate, bioB corresponds to EC 2.8.1.6",P, 
1441,MJ1297,6-carboxyhexanoate-CoA ligase,1244635,1245342,6.2.1.14, , ,MJ_RS06940,6-carboxyhexanoate--CoA ligase,bioW,1244637,1245338,"perfect match, EC 6.2.1.14 corresponds to bioW",P, 
1442,MJ1298,8-amino-7-oxononanoate synthase,1245358,1246473,2.3.1.47, , ,MJ_RS06945,8-amino-7-oxononanoate synthase,bioF,1245351,1246469,"perfect match, EC 2.3.1.47 corresponds to bioF",P, 
1443,MJ1299,dethiobiotin synthetase,1246622,1247263,6.3.3.3, , ,MJ_RS06950,dethiobiotin synthase,bioD,1246615,1247259,"perfect match, EC 6.3.3.3 corresponds to bioD",P, 
1444,MJ1300,adenosylmethionine-8-amino-7-oxononanoate aminotransferase >> family with MJ0603/MJ0721,1247263,1248654,2.6.1.62, , ,MJ_RS06955,adenosylmethionine--8-amino-7-oxononanoate transaminase,bioA,1247265,1248650,"perfect match, EC 2.6.1.62 corresponds to bioA",P, 
1445,MJ1301,hypothetical ATP-binding protein >> family with MJ0074/MJ0075/MJ0147/MJ0439/MJ0625/MJ0632/MJ0801/MJ0820/MJ0821/MJ1006/MJ1010/MJ1076/MJ1609/MJ1659/MJECL14/MJECL15/MJECL26,1250101,1248923, , , ,MJ_RS06960,AAA family ATPase, ,1248913,1250115,"opposite strand, ""ATP-binding"" in both annotations",P, 
1446,MJ1302,similar to polyferredoxin # similar to NADH-ubiquinone oxidoreductase subunit 9 >> family with MJ0934,1250651,1250151, , , ,MJ_RS06965,4Fe-4S binding protein, ,1250141,1250647,"opposite strand, ""4Fe-4S binding"" in both annotations, annotation in 2005 more informational",P, 
1447,MJ1303,polyferredoxin >> family with MJ1193/MJ0514/MJ0934,1252164,1250662, , , ,MJ_RS06970,4Fe-4S binding protein, ,1250652,1252142,"opposite strand, ""4Fe-4S binding"" in both annotations",P, 
1449,MJ1305,similar to nucleotidyl-transferase >> family with MJ0126/MJ0128/MJ0141/MJ0435/MJ0604/MJ1215/MJ1217/MJ1379/MJ1547,1253038,1252598, , , ,MJ_RS06980,nucleotidyltransferase domain-containing protein, ,1252588,1253031,"opposite strand, ""nucleotidyltransferase"" in both annotations",P, 
1458,MJ1314,cobalamin biosynthesis protein CBIB,1259601,1260521, , , ,MJ_RS07025,cobalamin biosynthesis protein,cobD,1259594,1260517,"same biological process (cobalamin biosynthesis), ""ABC-type vitamin B12 transporter"", ""threonine-phosphate decarboxylase"" in both annotations",P, 
1461,MJ1317,putative multidrug resistance protein,1263005,1261824, , , ,MJ_RS07040,MFS transporter, ,1261814,1263010,"opposite strand, same molecular function (transmembrane transporter), small variation in annotations",P, 
1463,MJ1319,sodium-dependent noradrenaline transporter,1264998,1266437, , , ,MJ_RS07050,sodium-dependent transporter, ,1264964,1266433,"same molecular function (transporter), ""sodium-dependent"" in both annotations, annotation in 2005 more informational",P, 
1468,MJ1323,"similar to exonuclease SBCD, member of the SBCD-MRE11/RAD32 family",1274488,1273394, , , ,MJ_RS07070,exonuclease SbcCD subunit D, ,1273384,1274484,"opposite strand, same catalytic activity (exonuclease), same substrate, same subunit (sbcD)",P, 
1469,MJ1324,molybdopterin-guanine dinucleotide biosynthesis protein B,1274586,1275287, , , ,MJ_RS07075,molybdopterin-guanine dinucleotide biosynthesis protein B,mobB,1274579,1275283,"same biological process (molybdopterin cofactror biosynthesis), same catalytic activity (nucleotidyltransferase), same subunit",P, 
1470,MJ1325,"putative transcription regulatory protein, ArsR family >> family with MTH899 /some homology (H-T-H motif) with MJ1398",1275430,1275696, , , ,MJ_RS07080,winged helix-turn-helix transcriptional regulator, ,1275423,1275692,"same molecular function (regulation of transcription), ""HTH motif"" in both annotations",P, 
1471,MJ1326,hypothetical GTP-binding protein >> family with AF2146/MTH1621/PH1672/MJ1332/MTH1515/MJ1126/MJ0920,1275971,1277071, , , ,MJ_RS07085,GTP-binding protein, ,1275964,1277067, ,P, 
1473,MJ1327.1,similar to N-terminus of modification methylase HINDII,1277807,1278637,2.1.1.72, , ,MJ_RS07095,class I SAM-dependent methyltransferase, ,1277800,1278633,same catalytic activity (methyltransferase),P, 
1474,MJ1328,similar to C-terminus of modification methylase HINDII,1278588,1279376,2.1.1.72, , ,MJ_RS07100,class I SAM-dependent DNA methyltransferase, ,1278611,1279372,same catalytic activity (methyltransferase),P, 
1475,MJ1329,methionine aminopeptidase,1279384,1280265,3.4.11.18, , ,MJ_RS07105,type II methionyl aminopeptidase,map,1279377,1280261,"perfect match, EC 3.4.11.18 corresponds to map",P, 
1477,MJ1331,similar to acylphosphatase >> family with MJ0553/MJ0809/MJ1405,1281222,1280803, , , ,MJ_RS07115,acylphosphatase, ,1280793,1281215,"opposite strand, same catalytic activity (hydrolase)",P, 
1478,MJ1332,GTP-binding protein,1282424,1281246, , , ,MJ_RS07120,redox-regulated ATPase YchF, ,1281236,1282411,"opposite strand, ""GTP-binding"" in both annotations, annotation in biocyc more informational",P, 
1481,MJ1334,similar to UDP-glucose pyrophosphorylase >> family with MJ1101,1284127,1283279,2.7.7.9, , ,MJ_RS07135,UTP--glucose-1-phosphate uridylyltransferase GalU,galU,1283269,1284120,"opposite strand, perfect match, annotation in 2005 -> alternative name, annotation in biocyc -> recommended name, EC 2.7.7.9 corresponds to galU",P, 
1482,MJ1335,phosphoheptose isomerase >> family,1284342,1284770, , , ,MJ_RS07140,D-sedoheptulose 7-phosphate isomerase,gmhA,1284210,1284766,"132 nucleotides difference, same catalytic activity (isomerase), ""phosphoheptose"" in both annotations, annotation in biocyc more informational",PSEUDO, 
1486,MJ1338,H(2)-dependent methylenetetrahydromethanopterin dehydrogenase >> family with MJ0715/MJ0784,1286298,1287356, , , ,MJ_RS07155,H(2)-dependent methylenetetrahydromethanopterin dehydrogenase-related protein, ,1286324,1287352,"same catalytic activity (oxidoreductase), same substrate",P, 
1487,MJ1339,Guanine nucleotide exchange protein similar to the G-domain region of translation initiation factor IF-2,1287391,1287852, , , ,MJ_RS07160,GTP-binding protein, ,1287384,1287848,"""GTP-binding"" in both annotations, annotation in 2005 more informational",P, 
1491,MJ1343,similar to ammonium transport protein AMT1 >> family with MJ0058,1291103,1289844, , , ,MJ_RS07180,ammonium transporter, ,1289834,1291081,"opposite strand, same molecular function (ammonium transmembrane transporter)",P, 
1492,MJ1344,nitrogen regulatory protein P-II >> family with MJ0059,1291469,1291134, , , ,MJ_RS07185,P-II family nitrogen regulator, ,1291124,1291462,"opposite strand, same biological process (regulation of nitrogen utilization), same family of proteins",P, 
1493,MJ1345,hypothetical protein with TPR domain-like repeats >> family with MJ0263/MJ0572/MJ0659/MJ0798/MJ0875/MJ0940/MJ0941/MJ1348/MJ1428/MJECL18/MJECL19,1291920,1292843, , , ,MJ_RS07190,tetratricopeptide repeat protein, ,1291913,1292839,"""TPR domain repeats"" in both annotations",P, 
1494,MJ1346,glutamine synthetase,1292952,1294295,6.3.1.2, , ,MJ_RS07195,type I glutamate--ammonia ligase,glnA,1292945,1294291,"perfect match, annotation in 2005 -> recommended name, annotation in biocyc -> alternative name, EC 6.3.1.2 corresponds to glnA",P, 
1496,MJ1348,hypothetical protein with TPR domain-like repeats >> family with MJ0263/MJ0572/MJ0659/MJ0798/MJ0875/MJ0940/MJ0941/MJ1345/MJ1428/MJECL18/MJECL19,1295121,1296128, , , ,MJ_RS07205,tetratricopeptide repeat protein, ,1295114,1296124,"""TPR domain repeats"" in both annotations",P, 
1497,MJ1349,coenzyme F420-reducing hydrogenase beta subunit >> family with MJ0032/MJ0725/MJ0870,1297220,1296141, , , ,MJ_RS07210,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain", ,1296131,1297204,"opposite strand, same catalytic activity (coenzyme F420 hydrogenase), same substrate, same subunit",P, 
1501,MJ1352,NH(3)-dependent NAD+ synthetase,1301958,1301200,6.3.1.5, , ,MJ_RS07230,NAD(+) synthase,nadE,1301190,1301951,"opposite strand, perfect match, EC 6.3.1.5 corresponds to nadE",P, 
1502,MJ1353,"formate dehydrogenase, alpha subunit [SelenoCysteine encoded at residue 144] >> family with MJ0006",1304076,1302019,1.2.1.2, , ,MJ_RS07235,formate dehydrogenase subunit alpha,fdhF,1302009,1304030,"opposite strand, EC number has changed to EC 1.17.1.9, same catalytic activity (oxidoreductase), same substrate, same subunit, EC 1.17.1.9 corresponds to fdhF, selenocysteine info at 2005",P, 
1506,MJ1357,putative potassium channel protein,1308326,1307298, , , ,MJ_RS07260,potassium channel protein, ,1307288,1308319,"opposite strand, same molecular function (potassium ion transmembrane transporter)",P, 
1511,MJ1362,similar to NADH-ubiquinone oxidoreductase subunit 1 >> family with MTH1237/MJ0520,1312273,1311308, , , ,MJ_RS07285,respiratory chain complex I subunit 1 family protein, ,1311298,1312266,"opposite strand, ""respiratory chain complex I"" in both annotations, same catalytic function, same subunit, small variation in annotations",P, 
1512,MJ1363,"formate hydrogenlyase, subunit 7 >> family with MJ0516",1312788,1312345, , , ,MJ_RS07290,NADH-quinone oxidoreductase subunit B family protein, ,1312335,1312781,"opposite strand, same catalytic activity (NADH dehydrogenase [ubiquinone]), ""4Fe-4S"" cluster in both annotations, small variation in annotations",P, 
1515,MJ1365,pheromone shutdown protein (TraB),1314718,1315905, , , ,MJ_RS07305,TraB family protein, ,1314708,1315901,"""TraB"" in both annotations",P, 
1516,MJ1366,ribose-phosphate pyrophosphokinase,1316804,1315932,2.7.6.1, , ,MJ_RS07310,ribose-phosphate diphosphokinase, ,1315922,1316776,"opposite strand, same catalytic activity (transferase), same substrate",P, 
